Value for threshold delta;hCat with Epsilon=0.01;hCat with Epsilon=0.001;hCat with Epsilon=0.00010;hCat with Epsilon=0.000010
0.10710;4;4;4;4
0.10720;4;4;4;4
0.10730;4;4;4;4
0.10740;4;4;4;4
0.10750;4;4;4;4
0.10760;4;4;4;4
0.10770;4;4;4;4
0.10780;4;4;4;4
0.10790;4;4;4;4
0.10800;4;4;4;4
0.10810;4;4;4;4
0.10820;4;4;4;4
0.10830;4;4;4;4
0.10840;4;4;4;4
0.10850;4;4;4;4
0.10860;4;4;4;4
0.10870;4;4;4;4
0.10880;4;4;4;4
0.10890;4;4;4;4
0.10900;4;4;4;4
0.10910;4;4;4;4
0.10920;4;4;4;4
0.10930;4;4;4;4
0.10940;4;4;4;4
0.10950;4;4;4;4
0.10960;4;4;4;4
0.10970;4;4;4;4
0.10980;4;4;4;4
0.10990;4;4;4;4
0.11000;4;4;4;4
0.11010;4;4;4;4
0.11020;4;4;4;4
0.11030;4;4;4;4
0.11040;4;4;4;4
0.11050;4;4;4;4
0.11060;4;4;4;4
0.11070;4;4;4;4
0.11080;4;4;4;4
0.11090;4;4;4;4
0.11100;4;4;4;4
0.11110;4;4;4;4
0.11120;4;4;4;4
0.11130;4;4;4;4
0.11140;4;4;4;4
0.11150;4;4;4;4
0.11160;4;4;4;4
0.11170;4;4;4;4
0.11180;4;4;4;4
0.11190;4;4;4;4
0.11200;4;4;4;4
0.11210;4;4;4;4
0.11220;4;4;4;4
0.11230;4;4;4;4
0.11240;4;4;4;4
0.11250;4;4;4;4
0.11260;4;4;4;4
0.11270;4;4;4;4
0.11280;4;4;4;4
0.11290;4;4;4;4
0.11300;4;4;4;4
0.11310;4;4;4;4
0.11320;4;4;4;4
0.11330;4;4;4;4
0.11340;4;4;4;4
0.11350;4;4;4;4
0.11360;4;4;4;4
0.11370;4;4;4;4
0.11380;4;4;4;4
0.11390;4;4;4;4
0.11400;4;4;4;4
0.11410;4;4;4;4
0.11420;4;4;4;4
0.11430;4;4;4;4
0.11440;4;4;4;4
0.11450;4;4;4;4
0.11460;4;4;4;4
0.11470;4;4;4;4
0.11480;4;4;4;4
0.11490;4;4;4;4
0.11500;4;4;4;4
0.11510;4;4;4;4
0.11520;4;4;4;4
0.11530;4;4;4;4
0.11540;4;4;4;4
0.11550;4;4;4;4
0.11560;4;4;4;4
0.11570;4;4;4;4
0.11580;4;4;4;4
0.11590;4;4;4;4
0.11600;4;4;4;4
0.11610;4;4;4;4
0.11620;4;4;4;4
0.11630;4;4;4;4
0.11640;4;4;4;4
0.11650;4;4;4;4
0.11660;4;4;4;4
0.11670;4;4;4;4
0.11680;4;4;4;4
0.11690;4;4;4;4
0.11700;4;4;4;4
0.11710;4;4;4;4
0.11720;4;4;4;4
0.11730;4;4;4;4
0.11740;4;4;4;4
0.11750;4;4;4;4
0.11760;4;4;4;4
0.11770;4;4;4;4
0.11780;4;4;4;4
0.11790;4;4;4;4
0.11800;4;4;4;4
0.11810;4;4;4;4
0.11820;4;4;4;4
0.11830;4;4;4;4
0.11840;4;4;4;4
0.11850;4;4;4;4
0.11860;4;4;4;4
0.11870;4;4;4;4
0.11880;4;4;4;4
0.11890;4;4;4;4
0.11900;4;4;4;4
0.11910;4;4;4;4
0.11920;4;4;4;4
0.11930;4;4;4;4
0.11940;4;4;4;4
0.11950;4;4;4;4
0.11960;4;4;4;4
0.11970;4;4;4;4
0.11980;4;4;4;4
0.11990;4;4;4;4
0.12000;4;4;4;4
0.12010;4;4;4;4
0.12020;4;4;4;4
0.12030;4;4;4;4
0.12040;4;4;4;4
0.12050;4;4;4;4
0.12060;4;4;4;4
0.12070;4;4;4;4
0.12080;4;4;4;4
0.12090;4;4;4;4
0.12100;4;4;4;4
0.12110;4;4;4;4
0.12120;4;4;4;4
0.12130;4;4;4;4
0.12140;4;4;4;4
0.12150;4;4;4;4
0.12160;4;4;4;4
0.12170;4;4;4;4
0.12180;4;4;4;4
0.12190;4;4;4;4
0.12200;4;4;4;4
0.12210;4;4;4;4
0.12220;4;4;4;4
0.12230;4;4;4;4
0.12240;4;4;4;4
0.12250;4;4;4;4
0.12260;4;4;4;4
0.12270;4;4;4;4
0.12280;4;4;4;4
0.12290;4;4;4;4
0.12300;4;4;4;4
0.12310;4;4;4;4
0.12320;4;4;4;4
0.12330;4;4;4;4
0.12340;4;4;4;4
0.12350;4;4;4;4
0.12360;4;4;4;4
0.12370;4;4;4;4
0.12380;4;4;4;4
0.12390;4;4;4;4
0.12400;4;4;4;4
0.12410;4;4;4;4
0.12420;4;4;4;4
0.12430;4;4;4;4
0.12440;4;4;4;4
0.12450;4;4;4;4
0.12460;4;4;4;4
0.12470;4;4;4;4
0.12480;4;4;4;4
0.12490;4;4;4;4
0.12500;4;4;4;4
0.12510;4;4;4;4
0.12520;4;4;4;4
0.12530;4;4;4;4
0.12540;4;4;4;4
0.12550;4;4;4;4
0.12560;4;4;4;4
0.12570;4;4;4;4
0.12580;4;4;4;4
0.12590;4;4;4;4
0.12600;4;4;4;4
0.12610;4;4;4;4
0.12620;4;4;4;4
0.12630;4;4;4;4
0.12640;4;4;4;4
0.12650;4;4;4;4
0.12660;4;4;4;4
0.12670;4;4;4;4
0.12680;4;4;4;4
0.12690;4;4;4;4
0.12700;4;4;4;4
0.12710;4;4;4;4
0.12720;4;4;4;4
0.12730;4;4;4;4
0.12740;4;4;4;4
0.12750;4;4;4;4
0.12760;4;4;4;4
0.12770;4;4;4;4
0.12780;4;4;4;4
0.12790;4;4;4;4
0.12800;4;4;4;4
0.12810;4;4;4;4
0.12820;4;4;4;4
0.12830;4;4;4;4
0.12840;4;4;4;4
0.12850;4;4;4;4
0.12860;4;4;4;4
0.12870;4;4;4;4
0.12880;4;4;4;4
0.12890;4;4;4;4
0.12900;4;4;4;4
0.12910;4;4;4;4
0.12920;4;4;4;4
0.12930;4;4;4;4
0.12940;4;4;4;4
0.12950;4;4;4;4
0.12960;4;4;4;4
0.12970;4;4;4;4
0.12980;4;4;4;4
0.12990;4;4;4;4
0.13000;4;4;4;4
0.13010;4;4;4;4
0.13020;4;4;4;4
0.13030;4;4;4;4
0.13040;4;4;4;4
0.13050;4;4;4;4
0.13060;4;4;4;4
0.13070;4;4;4;4
0.13080;4;4;4;4
0.13090;4;4;4;4
0.13100;4;4;4;4
0.13110;4;4;4;4
0.13120;4;4;4;4
0.13130;4;4;4;4
0.13140;4;4;4;4
0.13150;4;4;4;4
0.13160;4;4;4;4
0.13170;4;4;4;4
0.13180;4;4;4;4
0.13190;4;4;4;4
0.13200;4;4;4;4
0.13210;4;4;4;4
0.13220;4;4;4;4
0.13230;4;4;4;4
0.13240;4;4;4;4
0.13250;4;4;4;4
0.13260;4;4;4;4
0.13270;4;4;4;4
0.13280;4;4;4;4
0.13290;4;4;4;4
0.13300;4;4;4;4
0.13310;4;4;4;4
0.13320;4;4;4;4
0.13330;4;4;4;4
0.13340;4;4;4;4
0.13350;4;4;4;4
0.13360;4;4;4;4
0.13370;4;4;4;4
0.13380;4;4;4;4
0.13390;4;4;4;4
0.13400;4;4;4;4
0.13410;4;4;4;4
0.13420;4;4;4;4
0.13430;4;4;4;4
0.13440;4;4;4;4
0.13450;4;4;4;4
0.13460;4;4;4;4
0.13470;4;4;4;4
0.13480;4;4;4;4
0.13490;4;4;4;4
0.13500;4;4;4;4
0.13510;4;4;4;4
0.13520;4;4;4;4
0.13530;4;4;4;4
0.13540;4;4;4;4
0.13550;4;4;4;4
0.13560;4;4;4;4
0.13570;4;4;4;4
0.13580;4;4;4;4
0.13590;4;4;4;4
0.13600;4;4;4;4
0.13610;4;4;4;4
0.13620;4;4;4;4
0.13630;4;4;4;4
0.13640;4;4;4;4
0.13650;4;4;4;4
0.13660;4;4;4;4
0.13670;4;4;4;4
0.13680;4;4;4;4
0.13690;4;4;4;4
0.13700;4;4;4;4
0.13710;4;4;4;4
0.13720;4;4;4;4
0.13730;4;4;4;4
0.13740;4;4;4;4
0.13750;4;4;4;4
0.13760;4;4;4;4
0.13770;4;4;4;4
0.13780;4;4;4;4
0.13790;4;4;4;4
0.13800;4;4;4;4
0.13810;4;4;4;4
0.13820;4;4;4;4
0.13830;4;4;4;4
0.13840;4;4;4;4
0.13850;4;4;4;4
0.13860;4;4;4;4
0.13870;4;4;4;4
0.13880;4;4;4;4
0.13890;4;4;4;4
0.13900;4;4;4;4
0.13910;4;4;4;4
0.13920;4;4;4;4
0.13930;4;4;4;4
0.13940;4;4;4;4
0.13950;4;4;4;4
0.13960;4;4;4;4
0.13970;4;4;4;4
0.13980;4;4;4;4
0.13990;4;4;4;4
0.14000;4;4;4;4
0.14010;4;4;4;4
0.14020;4;4;4;4
0.14030;4;4;4;4
0.14040;4;4;4;4
0.14050;4;4;4;4
0.14060;4;4;4;4
0.14070;4;4;4;4
0.14080;4;4;4;4
0.14090;4;4;4;4
0.14100;4;4;4;4
0.14110;4;4;4;4
0.14120;4;4;4;4
0.14130;4;4;4;4
0.14140;4;4;4;4
0.14150;4;4;4;4
0.14160;4;4;4;4
0.14170;4;4;4;4
0.14180;4;4;4;4
0.14190;4;4;4;4
0.14200;4;4;4;4
0.14210;4;4;4;4
0.14220;4;4;4;4
0.14230;4;4;4;4
0.14240;4;4;4;4
0.14250;4;4;4;4
0.14260;4;4;4;4
0.14270;4;4;4;4
0.14280;4;4;4;4
0.14290;4;4;4;4
0.14300;4;4;4;4
0.14310;4;4;4;4
0.14320;4;4;4;4
0.14330;4;4;4;4
0.14340;4;4;4;4
0.14350;4;4;4;4
0.14360;4;4;4;4
0.14370;4;4;4;4
0.14380;4;4;4;4
0.14390;4;4;4;4
0.14400;4;4;4;4
0.14410;4;4;4;4
0.14420;4;4;4;4
0.14430;4;4;4;4
0.14440;4;4;4;4
0.14450;4;4;4;4
0.14460;4;4;4;4
0.14470;4;4;4;4
0.14480;4;4;4;4
0.14490;4;4;4;4
0.14500;4;4;4;4
0.14510;4;4;4;4
0.14520;4;4;4;4
0.14530;4;4;4;4
0.14540;4;4;4;4
0.14550;4;4;4;4
0.14560;4;4;4;4
0.14570;4;4;4;4
0.14580;4;4;4;4
0.14590;4;4;4;4
0.14600;4;4;4;4
0.14610;4;4;4;4
0.14620;4;4;4;4
0.14630;4;4;4;4
0.14640;4;4;4;4
0.14650;4;4;4;4
0.14660;4;4;4;4
0.14670;4;4;4;4
0.14680;4;4;4;4
0.14690;4;4;4;4
0.14700;4;4;4;4
0.14710;4;4;4;4
0.14720;4;4;4;4
0.14730;4;4;4;4
0.14740;4;4;4;4
0.14750;4;4;4;4
0.14760;4;4;4;4
0.14770;4;4;4;4
0.14780;4;4;4;4
0.14790;4;4;4;4
0.14800;4;4;4;4
0.14810;4;4;4;4
0.14820;4;4;4;4
0.14830;4;4;4;4
0.14840;4;4;4;4
0.14850;4;4;4;4
0.14860;4;4;4;4
0.14870;4;4;4;4
0.14880;4;4;4;4
0.14890;4;4;4;4
0.14900;4;4;4;4
0.14910;4;4;4;4
0.14920;4;4;4;4
0.14930;4;4;4;4
0.14940;4;4;4;4
0.14950;4;4;4;4
0.14960;4;4;4;4
0.14970;4;4;4;4
0.14980;4;4;4;4
0.14990;4;4;4;4
0.15000;4;4;4;4
0.15010;4;4;4;4
0.15020;4;4;4;4
0.15030;4;4;4;4
0.15040;4;4;4;4
0.15050;2;4;4;4
0.15060;2;4;4;4
0.15070;2;4;4;4
0.15080;2;4;4;4
0.15090;2;4;4;4
0.15100;2;2;2;2
0.15110;2;2;2;2
0.15120;2;2;2;2
0.15130;2;2;2;2
0.15140;2;2;2;2
0.15150;2;2;2;2
0.15160;2;2;2;2
0.15170;2;2;2;2
0.15180;2;2;2;2
0.15190;2;2;2;2
0.15200;2;2;2;2
0.15210;2;2;2;2
0.15220;2;2;2;2
0.15230;2;2;2;2
0.15240;2;2;2;2
0.15250;2;2;2;2
0.15260;2;2;2;2
0.15270;2;2;2;2
0.15280;2;2;2;2
0.15290;2;2;2;2
0.15300;2;2;2;2
0.15310;2;2;2;2
0.15320;2;2;2;2
0.15330;2;2;2;2
0.15340;2;2;2;2
0.15350;2;2;2;2
0.15360;2;2;2;2
0.15370;2;2;2;2
0.15380;2;2;2;2
0.15390;2;2;2;2
0.15400;2;2;2;2
0.15410;2;2;2;2
0.15420;2;2;2;2
0.15430;2;2;2;2
0.15440;2;2;2;2
0.15450;2;2;2;2
0.15460;2;2;2;2
0.15470;2;2;2;2
0.15480;2;2;2;2
0.15490;2;2;2;2
0.15500;2;2;2;2
0.15510;2;2;2;2
0.15520;2;2;2;2
0.15530;2;2;2;2
0.15540;2;2;2;2
0.15550;2;2;2;2
0.15560;2;2;2;2
0.15570;2;2;2;2
0.15580;2;2;2;2
0.15590;2;2;2;2
0.15600;2;2;2;2
0.15610;2;2;2;2
0.15620;2;2;2;2
0.15630;2;2;2;2
0.15640;2;2;2;2
0.15650;2;2;2;2
0.15660;2;2;2;2
0.15670;2;2;2;2
0.15680;2;2;2;2
0.15690;2;2;2;2
0.15700;2;2;2;2
0.15710;2;2;2;2
0.15720;2;2;2;2
0.15730;2;2;2;2
0.15740;2;2;2;2
0.15750;2;2;2;2
0.15760;2;2;2;2
0.15770;2;2;2;2
0.15780;2;2;2;2
0.15790;2;2;2;2
0.15800;2;2;2;2
0.15810;2;2;2;2
0.15820;2;2;2;2
0.15830;2;2;2;2
0.15840;2;2;2;2
0.15850;2;2;2;2
0.15860;2;2;2;2
0.15870;2;2;2;2
0.15880;2;2;2;2
0.15890;2;2;2;2
0.15900;2;2;2;2
0.15910;2;2;2;2
0.15920;2;2;2;2
0.15930;2;2;2;2
0.15940;2;2;2;2
0.15950;2;2;2;2
0.15960;2;2;2;2
0.15970;2;2;2;2
0.15980;2;2;2;2
0.15990;2;2;2;2
0.16000;2;2;2;2
0.16010;2;2;2;2
0.16020;2;2;2;2
0.16030;2;2;2;2
0.16040;2;2;2;2
0.16050;2;2;2;2
0.16060;2;2;2;2
0.16070;2;2;2;2
0.16080;2;2;2;2
0.16090;2;2;2;2
0.16100;2;2;2;2
0.16110;2;2;2;2
0.16120;2;2;2;2
0.16130;2;2;2;2
0.16140;2;2;2;2
0.16150;2;2;2;2
0.16160;2;2;2;2
0.16170;2;2;2;2
0.16180;2;2;2;2
0.16190;2;2;2;2
0.16200;2;2;2;2
0.16210;2;2;2;2
0.16220;2;2;2;2
0.16230;2;2;2;2
0.16240;2;2;2;2
0.16250;2;2;2;2
0.16260;2;2;2;2
0.16270;2;2;2;2
0.16280;2;2;2;2
0.16290;2;2;2;2
0.16300;2;2;2;2
0.16310;2;2;2;2
0.16320;2;2;2;2
0.16330;2;2;2;2
0.16340;2;2;2;2
0.16350;2;2;2;2
0.16360;2;2;2;2
0.16370;2;2;2;2
0.16380;2;2;2;2
0.16390;2;2;2;2
0.16400;2;2;2;2
0.16410;2;2;2;2
0.16420;2;2;2;2
0.16430;2;2;2;2
0.16440;2;2;2;2
0.16450;2;2;2;2
0.16460;2;2;2;2
0.16470;2;2;2;2
0.16480;2;2;2;2
0.16490;2;2;2;2
0.16500;2;2;2;2
0.16510;2;2;2;2
0.16520;2;2;2;2
0.16530;2;2;2;2
0.16540;2;2;2;2
0.16550;2;2;2;2
0.16560;2;2;2;2
0.16570;2;2;2;2
0.16580;2;2;2;2
0.16590;2;2;2;2
0.16600;2;2;2;2
0.16610;2;2;2;2
0.16620;2;2;2;2
0.16630;2;2;2;2
0.16640;2;2;2;2
0.16650;2;2;2;2
0.16660;2;2;2;2
0.16670;2;2;2;2
0.16680;2;2;2;2
0.16690;2;2;2;2
0.16700;2;2;2;2
0.16710;2;2;2;2
0.16720;2;2;2;2
0.16730;2;2;2;2
0.16740;2;2;2;2
0.16750;2;2;2;2
0.16760;2;2;2;2
0.16770;2;2;2;2
0.16780;2;2;2;2
0.16790;2;2;2;2
0.16800;2;2;2;2
0.16810;2;2;2;2
0.16820;2;2;2;2
0.16830;2;2;2;2
0.16840;2;2;2;2
0.16850;2;2;2;2
0.16860;2;2;2;2
0.16870;2;2;2;2
0.16880;2;2;2;2
0.16890;2;2;2;2
0.16900;2;2;2;2
0.16910;2;2;2;2
0.16920;2;2;2;2
0.16930;2;2;2;2
0.16940;2;2;2;2
0.16950;2;2;2;2
0.16960;2;2;2;2
0.16970;2;2;2;2
0.16980;2;2;2;2
0.16990;2;2;2;2
0.17000;2;2;2;2
0.17010;2;2;2;2
0.17020;2;2;2;2
0.17030;2;2;2;2
0.17040;2;2;2;2
0.17050;2;2;2;2
0.17060;2;2;2;2
0.17070;2;2;2;2
0.17080;2;2;2;2
0.17090;2;2;2;2
0.17100;2;2;2;2
0.17110;2;2;2;2
0.17120;2;2;2;2
0.17130;2;2;2;2
0.17140;2;2;2;2
0.17150;2;2;2;2
0.17160;2;2;2;2
0.17170;2;2;2;2
0.17180;2;2;2;2
0.17190;2;2;2;2
0.17200;2;2;2;2
0.17210;2;2;2;2
0.17220;2;2;2;2
0.17230;2;2;2;2
0.17240;2;2;2;2
0.17250;2;2;2;2
0.17260;2;2;2;2
0.17270;2;2;2;2
0.17280;2;2;2;2
0.17290;2;2;2;2
0.17300;2;2;2;2
0.17310;2;2;2;2
0.17320;2;2;2;2
0.17330;2;2;2;2
0.17340;2;2;2;2
0.17350;2;2;2;2
0.17360;2;2;2;2
0.17370;2;2;2;2
0.17380;2;2;2;2
0.17390;2;2;2;2
0.17400;2;2;2;2
0.17410;2;2;2;2
0.17420;2;2;2;2
0.17430;2;2;2;2
0.17440;2;2;2;2
0.17450;2;2;2;2
0.17460;2;2;2;2
0.17470;2;2;2;2
0.17480;2;2;2;2
0.17490;2;2;2;2
0.17500;2;2;2;2
0.17510;2;2;2;2
0.17520;2;2;2;2
0.17530;2;2;2;2
0.17540;2;2;2;2
0.17550;2;2;2;2
0.17560;2;2;2;2
0.17570;2;2;2;2
0.17580;2;2;2;2
0.17590;2;2;2;2
0.17600;2;2;2;2
0.17610;2;2;2;2
0.17620;2;2;2;2
0.17630;2;2;2;2
0.17640;2;2;2;2
0.17650;2;2;2;2
0.17660;2;2;2;2
0.17670;2;2;2;2
0.17680;2;2;2;2
0.17690;2;2;2;2
0.17700;2;2;2;2
0.17710;2;2;2;2
0.17720;2;2;2;2
0.17730;2;2;2;2
0.17740;2;2;2;2
0.17750;2;2;2;2
0.17760;2;2;2;2
0.17770;2;2;2;2
0.17780;2;2;2;2
0.17790;2;2;2;2
0.17800;2;2;2;2
0.17810;2;2;2;2
0.17820;2;2;2;2
0.17830;2;2;2;2
0.17840;2;2;2;2
0.17850;2;2;2;2
0.17860;2;2;2;2
0.17870;2;2;2;2
0.17880;2;2;2;2
0.17890;2;2;2;2
0.17900;2;2;2;2
0.17910;2;2;2;2
0.17920;2;2;2;2
0.17930;2;2;2;2
0.17940;2;2;2;2
0.17950;2;2;2;2
0.17960;2;2;2;2
0.17970;2;2;2;2
0.17980;2;2;2;2
0.17990;2;2;2;2
0.18000;2;2;2;2
0.18010;2;2;2;2
0.18020;2;2;2;2
0.18030;2;2;2;2
0.18040;2;2;2;2
0.18050;2;2;2;2
0.18060;2;2;2;2
0.18070;2;2;2;2
0.18080;2;2;2;2
0.18090;2;2;2;2
0.18100;2;2;2;2
0.18110;2;2;2;2
0.18120;2;2;2;2
0.18130;2;2;2;2
0.18140;2;2;2;2
0.18150;2;2;2;2
0.18160;2;2;2;2
0.18170;2;2;2;2
0.18180;2;2;2;2
0.18190;2;2;2;2
0.18200;2;2;2;2
0.18210;2;2;2;2
0.18220;2;2;2;2
0.18230;2;2;2;2
0.18240;2;2;2;2
0.18250;2;2;2;2
0.18260;2;2;2;2
0.18270;2;2;2;2
0.18280;2;2;2;2
0.18290;2;2;2;2
0.18300;2;2;2;2
0.18310;2;2;2;2
0.18320;2;2;2;2
0.18330;2;2;2;2
0.18340;2;2;2;2
0.18350;2;2;2;2
0.18360;2;2;2;2
0.18370;2;2;2;2
0.18380;2;2;2;2
0.18390;2;2;2;2
0.18400;2;2;2;2
0.18410;2;2;2;2
0.18420;2;2;2;2
0.18430;2;2;2;2
0.18440;2;2;2;2
0.18450;2;2;2;2
0.18460;2;2;2;2
0.18470;2;2;2;2
0.18480;2;2;2;2
0.18490;2;2;2;2
0.18500;4;2;2;2
0.18510;4;2;2;2
0.18520;4;2;2;2
0.18530;4;2;2;2
0.18540;4;2;2;2
0.18550;4;4;2;2
0.18560;4;4;4;4
0.18570;4;4;4;4
0.18580;4;4;4;4
0.18590;4;4;4;4
0.18600;4;4;4;4
0.18610;4;4;4;4
0.18620;4;4;4;4
0.18630;4;4;4;4
0.18640;4;4;4;4
0.18650;4;4;4;4
0.18660;4;4;4;4
0.18670;4;4;4;4
0.18680;4;4;4;4
0.18690;4;4;4;4
0.18700;4;4;4;4
0.18710;4;4;4;4
0.18720;4;4;4;4
0.18730;4;4;4;4
0.18740;4;4;4;4
0.18750;4;4;4;4
0.18760;4;4;4;4
0.18770;4;4;4;4
0.18780;4;4;4;4
0.18790;4;4;4;4
0.18800;4;4;4;4
0.18810;4;4;4;4
0.18820;4;4;4;4
0.18830;4;4;4;4
0.18840;4;4;4;4
0.18850;4;4;4;4
0.18860;4;4;4;4
0.18870;4;4;4;4
0.18880;4;4;4;4
0.18890;4;4;4;4
0.18900;4;4;4;4
0.18910;4;4;4;4
0.18920;4;4;4;4
0.18930;4;4;4;4
0.18940;4;4;4;4
0.18950;4;4;4;4
0.18960;4;4;4;4
0.18970;4;4;4;4
0.18980;4;4;4;4
0.18990;4;4;4;4
0.19000;4;4;4;4
0.19010;4;4;4;4
0.19020;4;4;4;4
0.19030;4;4;4;4
0.19040;4;4;4;4
0.19050;3;4;4;4
0.19060;3;4;4;4
0.19070;3;4;4;4
0.19080;3;4;4;4
0.19090;3;4;4;4
0.19100;3;4;4;4
0.19110;3;4;4;4
0.19120;3;4;4;4
0.19130;3;4;4;4
0.19140;4;4;4;4
0.19150;4;4;4;4
0.19160;4;4;4;4
0.19170;4;4;4;4
0.19180;4;4;4;4
0.19190;4;4;4;4
0.19200;4;4;4;4
0.19210;4;4;4;4
0.19220;4;4;4;4
0.19230;4;4;4;4
0.19240;4;4;4;4
0.19250;4;4;4;4
0.19260;4;4;4;4
0.19270;4;4;4;4
0.19280;4;4;4;4
0.19290;4;4;4;4
0.19300;4;4;4;4
0.19310;4;4;4;4
0.19320;4;4;4;4
0.19330;4;4;4;4
0.19340;4;4;4;4
0.19350;4;4;4;4
0.19360;4;4;4;4
0.19370;4;4;4;4
0.19380;4;4;4;4
0.19390;4;4;4;4
0.19400;4;4;4;4
0.19410;4;4;4;4
0.19420;4;4;4;4
0.19430;4;4;4;4
0.19440;4;4;4;4
0.19450;4;4;4;4
0.19460;4;4;4;4
0.19470;4;4;4;4
0.19480;4;4;4;4
0.19490;4;4;4;4
0.19500;4;4;4;4
0.19510;4;4;4;4
0.19520;4;4;4;4
0.19530;4;4;4;4
0.19540;4;4;4;4
0.19550;4;4;4;4
0.19560;4;4;4;4
0.19570;2;4;4;4
0.19580;2;4;4;4
0.19590;2;4;4;4
0.19600;2;4;4;4
0.19610;2;2;2;2
0.19620;2;2;2;2
0.19630;2;2;2;2
0.19640;2;2;2;2
0.19650;2;2;2;2
0.19660;2;2;2;2
0.19670;2;2;2;2
0.19680;2;2;2;2
0.19690;2;2;2;2
0.19700;2;2;2;2
0.19710;2;2;2;2
0.19720;2;2;2;2
0.19730;2;2;2;2
0.19740;2;2;2;2
0.19750;2;2;2;2
0.19760;2;2;2;2
0.19770;2;2;2;2
0.19780;2;2;2;2
0.19790;2;2;2;2
0.19800;2;2;2;2
0.19810;2;2;2;2
0.19820;2;2;2;2
0.19830;2;2;2;2
0.19840;2;2;2;2
0.19850;2;2;2;2
0.19860;2;2;2;2
0.19870;2;2;2;2
0.19880;2;2;2;2
0.19890;2;2;2;2
0.19900;2;2;2;2
0.19910;2;2;2;2
0.19920;2;2;2;2
0.19930;2;2;2;2
0.19940;2;2;2;2
0.19950;2;2;2;2
0.19960;2;2;2;2
0.19970;2;2;2;2
0.19980;2;2;2;2
0.19990;2;2;2;2
0.20000;2;2;2;2
0.20010;2;2;2;2
0.20020;2;2;2;2
0.20030;2;2;2;2
0.20040;2;2;2;2
0.20050;2;2;2;2
0.20060;2;2;2;2
0.20070;2;2;2;2
0.20080;2;2;2;2
0.20090;2;2;2;2
0.20100;2;2;2;2
0.20110;2;2;2;2
0.20120;2;2;2;2
0.20130;2;2;2;2
0.20140;2;2;2;2
0.20150;2;2;2;2
0.20160;2;2;2;2
0.20170;2;2;2;2
0.20180;2;2;2;2
0.20190;2;2;2;2
0.20200;2;2;2;2
0.20210;2;2;2;2
0.20220;2;2;2;2
0.20230;2;2;2;2
0.20240;2;2;2;2
0.20250;2;2;2;2
0.20260;2;2;2;2
0.20270;2;2;2;2
0.20280;2;2;2;2
0.20290;2;2;2;2
0.20300;2;2;2;2
0.20310;2;2;2;2
0.20320;2;2;2;2
0.20330;2;2;2;2
0.20340;2;2;2;2
0.20350;2;2;2;2
0.20360;2;2;2;2
0.20370;2;2;2;2
0.20380;2;2;2;2
0.20390;2;2;2;2
0.20400;2;2;2;2
0.20410;2;2;2;2
0.20420;2;2;2;2
0.20430;2;2;2;2
0.20440;2;2;2;2
0.20450;2;2;2;2
0.20460;2;2;2;2
0.20470;2;2;2;2
0.20480;2;2;2;2
0.20490;2;2;2;2
0.20500;2;2;2;2
0.20510;2;2;2;2
0.20520;2;2;2;2
0.20530;2;2;2;2
0.20540;2;2;2;2
0.20550;2;2;2;2
0.20560;2;2;2;2
0.20570;2;2;2;2
0.20580;2;2;2;2
0.20590;2;2;2;2
0.20600;2;2;2;2
0.20610;2;2;2;2
0.20620;2;2;2;2
0.20630;2;2;2;2
0.20640;2;2;2;2
0.20650;2;2;2;2
0.20660;2;2;2;2
0.20670;2;2;2;2
0.20680;2;2;2;2
0.20690;2;2;2;2
0.20700;2;2;2;2
0.20710;2;2;2;2
0.20720;2;2;2;2
0.20730;2;2;2;2
0.20740;2;2;2;2
0.20750;2;2;2;2
0.20760;2;2;2;2
0.20770;2;2;2;2
0.20780;2;2;2;2
0.20790;2;2;2;2
0.20800;2;2;2;2
0.20810;2;2;2;2
0.20820;2;2;2;2
0.20830;2;2;2;2
0.20840;2;2;2;2
0.20850;2;2;2;2
0.20860;2;2;2;2
0.20870;2;2;2;2
0.20880;2;2;2;2
0.20890;2;2;2;2
0.20900;2;2;2;2
0.20910;2;2;2;2
0.20920;2;2;2;2
0.20930;2;2;2;2
0.20940;2;2;2;2
0.20950;2;2;2;2
0.20960;2;2;2;2
0.20970;2;2;2;2
0.20980;2;2;2;2
0.20990;2;2;2;2
0.21000;2;2;2;2
0.21010;2;2;2;2
0.21020;2;2;2;2
0.21030;2;2;2;2
0.21040;2;2;2;2
0.21050;2;2;2;2
0.21060;2;2;2;2
0.21070;2;2;2;2
0.21080;2;2;2;2
0.21090;2;2;2;2
0.21100;2;2;2;2
0.21110;2;2;2;2
0.21120;2;2;2;2
0.21130;2;2;2;2
0.21140;2;2;2;2
0.21150;2;2;2;2
0.21160;2;2;2;2
0.21170;2;2;2;2
0.21180;2;2;2;2
0.21190;2;2;2;2
0.21200;2;2;2;2
0.21210;2;2;2;2
0.21220;2;2;2;2
0.21230;2;2;2;2
0.21240;2;2;2;2
0.21250;2;2;2;2
0.21260;2;2;2;2
0.21270;2;2;2;2
0.21280;2;2;2;2
0.21290;2;2;2;2
0.21300;2;2;2;2
0.21310;2;2;2;2
0.21320;2;2;2;2
0.21330;2;2;2;2
0.21340;2;2;2;2
0.21350;2;2;2;2
0.21360;2;2;2;2
0.21370;2;2;2;2
0.21380;2;2;2;2
0.21390;2;2;2;2
0.21400;2;2;2;2
0.21410;2;2;2;2
