Bezeichnung,Value for threshold delta,Number of Principles fulfilled,principles_fulfilled,principles_not_fulfilled,node_ext_percentage
NSA mit Epsilon=0.00010,0.726,3,{Directionality / Conflict-Free / Irrelevance of Necessarily Rejected Arguments (INRA)},{Strong Admissibility / Reinstatement / Admissibility / SCC Decomposability / Semi-Qualified Admissibility / Defence / Naivety / CF-Reinstatement / Weak Reinstatement / Modularization / I-Maximality / Reduct Admissibility},[0.2675]
NSA mit Epsilon=0.00010,0.726,3,{Semi-Qualified Admissibility / CF-Reinstatement / I-Maximality},{Strong Admissibility / Reinstatement / Admissibility / SCC Decomposability / Directionality / Conflict-Free / Defence / Naivety / Weak Reinstatement / Modularization / Irrelevance of Necessarily Rejected Arguments (INRA) / Reduct Admissibility},[0.5526666666666666]
