AF;Ext;Ranking;Grounded
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A0)]>;{A1,A3,A0};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.0};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0)]>;{A1,A0};{A1=1, A2=0.0, A3=0.5, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A0,A0)]>;{A1,A0};{A1=1, A2=0.5, A3=0.5, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1)]>;{A2,A3,A0};{A1=0.0, A2=1, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A1)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A2), (A0,A0), (A1,A0)]>;{A1};{A1=1, A2=0.5, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A3)]>;{A1,A2,A0};{A1=0.0, A2=1, A3=0.3333333333333333333333333333333333, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A2,A3)]>;{A1,A3,A0};{A1=1, A2=0.0, A3=1, A0=0.0};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A0,A0), (A2,A3)]>;{A1,A3,A0};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.0};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A0,A3)]>;{A1,A3,A0};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A3,A2)]>;{A1,A2,A3,A0};{A1=0.0, A2=1, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3)]>;{A1,A2,A0};{A1=0.0, A2=1, A3=0.5, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3)]>;{A1,A0};{A1=1, A2=0.5, A3=0.4, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1)]>;{A2,A3,A0};{A1=0.0, A2=1, A3=1, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A3)]>;{A1,A2,A0};{A1=0.0, A2=1, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A1)]>;{A2,A0};{A1=0.3660245183887915936952714535901926, A2=0.7320441988950276243093922651933701, A3=0.5773480662983425414364640883977900, A0=1};{A2,A0}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A1)]>;{A2,A0};{A1=0.3660245183887915936952714535901926, A2=0.7320441988950276243093922651933701, A0=1};{A2,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A3)]>;{A1,A2,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.3819628647214854111405835543766578, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A3), (A3,A0)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3333333333333333333333333333333333, A3=0.0, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A2)]>;{A1,A3,A0};{A1=1, A2=0.3333333333333333333333333333333333, A3=0.0, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A1), (A3,A0)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A2,A3), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.5, A2=0.0, A3=1, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A1), (A3,A2)]>;{A2,A3,A0};{A1=0.5, A2=0.0, A3=0.6666666666666666666666666666666667, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A0,A0), (A2,A3), (A1,A0)]>;{A1,A3};{A1=1, A2=0.5, A3=0.6666666666666666666666666666666667, A0=0.0};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A1,A0), (A3,A2)]>;{A1,A3};{A1=1, A2=0.3660245183887915936952714535901926, A3=0.7320441988950276243093922651933701, A0=0.0};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A3), (A1,A0)]>;{A1};{A1=1, A2=0.5, A3=0.3333333333333333333333333333333333, A0=0.5};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2)]>;{A1,A2,A0};{A1=0.0, A2=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A0,A0), (A1,A0)]>;{A1};{A1=1, A2=0.5, A3=0.5, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A2), (A0,A1), (A3,A2)]>;{A2,A3,A0};{A1=0.5, A2=0.0, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A0,A1), (A3,A2)]>;{A1,A3,A0};{A1=1, A2=0.0, A3=1, A0=0.0};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.5};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3), (A0,A2)]>;{A1,A3,A0};{A1=0.0, A2=0.5, A3=0.6666666666666666666666666666666667, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.5, A3=0.4, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A2), (A0,A3)]>;{A1,A0};{A1=0.0, A2=0.5, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A0,A2)]>;{A1,A0};{A1=0.7320441988950276243093922651933701, A2=0.3660245183887915936952714535901926, A3=0.4766228066401039560080204469764120, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A3,A1)]>;{A1,A3,A0};{A1=0.6716872774946775898981061135244800, A2=0.3742889358725263373327760971096244, A3=0.4887494137892446491143518440711502, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A1,A0)]>;{A1};{A1=1, A2=0.5, A3=0.4, A0=0.0};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A1)]>;{A2,A0};{A1=0.0, A2=1, A0=1};{A2,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A0,A1), (A3,A0)]>;{A2,A3,A0};{A1=0.3660245183887915936952714535901926, A2=0.7320441988950276243093922651933701, A3=0.0, A0=1};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1), (A3,A0)]>;{A2,A3,A0};{A1=0.0, A2=1, A3=0.0, A0=1};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A3), (A3,A0)]>;{A1,A2,A0};{A1=0.0, A2=1, A3=0.0, A0=1};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A1), (A3,A0)]>;{A1,A2,A3,A0};{A1=0.4375731132760947779195982044282432, A2=0.6956304068817543298224696745205227, A3=0.6956304068817543298224696745205227, A0=0.5897626634832185047806221814126114};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A3,A0), (A3,A1)]>;{A1,A2,A3,A0};{A1=0.0, A2=1, A3=0.0, A0=1};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.0, A3=0.5, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A3,A1)]>;{A1,A2,A3,A0};{A1=0.4375731132760947779195982044282432, A2=0.6956304068817543298224696745205227, A3=0.5897626634832185047806221814126114, A0=0.5897626634832185047806221814126114};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A1,A0), (A3,A2)]>;{A1,A2,A3,A0};{A1=0.7071129707112970711297071129707113, A2=0.4142259414225941422594142259414226, A3=0.7071129707112970711297071129707113, A0=0.5857988165680473372781065088757396};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A1), (A3,A0)]>;{A1,A2,A3,A0};{A1=0.4293393777956115818839001741481202, A2=0.6996339509910748672426702296359679, A3=0.5883728642595386051275244981026967, A0=0.6295834465417088876584372434627990};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A3,A0)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.5};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A0)]>;{A1,A0};{A1=1, A2=0.0, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A2,A3)]>;{A1,A0};{A1=1, A2=0.0, A3=0.0, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A0,A2)]>;{A1,A0};{A1=1, A2=0.0, A3=0.0, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A1), (A3,A1)]>;{A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A2), (A3,A2)]>;{A1,A3,A0};{A1=1, A2=0.3333333333333333333333333333333333, A3=0.0, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.5, A2=0.0, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A3), (A3,A0)]>;{A2,A0};{A1=0.0, A2=1, A3=0.5, A0=0.6666666666666666666666666666666667};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.5};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A3), (A1,A0)]>;{A1,A2,A0};{A1=0.0, A2=1, A3=0.3333333333333333333333333333333333, A0=1};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A3)]>;{A1,A0};{A1=1, A2=0.0, A3=0.3333333333333333333333333333333333, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A3,A0)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6909722222222222222222222222222222};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A0,A0)]>;{A1,A0};{A1=1, A2=0.5, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A3,A1), (A3,A2)]>;{A3,A0};{A1=0.3333333333333333333333333333333333, A2=0.0, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A3,A2)]>;{A1,A0};{A1=1, A2=0.2909967845659163987138263665594855, A3=0.4364937388193202146690518783542039, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A3,A0), (A3,A1)]>;{A1,A2,A0};{A1=0.0, A2=1, A3=0.5, A0=0.6666666666666666666666666666666667};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A3), (A1,A0)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A2), (A3,A2)]>;{A1,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A3,A1)]>;{A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.0, A3=0.5, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A3), (A3,A1), (A1,A0)]>;{A1,A2,A3,A0};{A1=0.6861471861471861471861471861471861, A2=0.5930776426566884939195509822263798, A3=0.4574368568755846585594013096351731, A0=0.5930776426566884939195509822263798};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A2), (A3,A2)]>;{A1,A3,A0};{A1=1, A2=0.0, A3=1, A0=1};{A1,A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A1,A0)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A0 },[(A1,A0)]>;{A1};{A1=1, A0=0.5};{A1}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A1,A0)]>;{A1};{A1=1, A2=0.5, A0=0.4};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A3,A0), (A3,A1)]>;{A1,A2,A3,A0};{A1=0.4375731132760947779195982044282432, A2=0.6956304068817543298224696745205227, A3=0.5897626634832185047806221814126114, A0=0.6290356427224764027054933882639178};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A2), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.0, A2=0.6666666666666666666666666666666667, A3=1, A0=0.5};{A2,A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A0,A1), (A0,A2)]>;{A3,A0};{A1=0.5, A2=0.4, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A3,A0)]>;{A1,A0};{A1=1, A2=0.3699284009546539379474940334128878, A3=0.4219554030874785591766723842195540, A0=0.7032640949554896142433234421364985};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A3,A0), (A1,A0)]>;{A1,A2,A3};{A1=0.4811849163930934241932077991068542, A2=0.6751188461875807481787657982931903, A3=1, A0=0.4030274315903556857388974350026093};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A3,A0)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.3333333333333333333333333333333333};{A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A0,A2), (A1,A0)]>;{A1,A3};{A1=1, A2=0.4, A3=0.0, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A2,A3), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3660245183887915936952714535901926, A3=0.4226475279106858054226475279106858, A0=0.7320441988950276243093922651933701};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A1), (A3,A0)]>;{A1,A2,A3};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=1, A0=0.0};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A3,A0), (A1,A0)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.5};{A3}
<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A0,A1)]>;{A1,A2,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.3333333333333333333333333333333333};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A1,A0)]>;{A1};{A1=1, A2=0.4, A3=0.4166666666666666666666666666666667, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A1), (A0,A2)]>;{A3,A0};{A1=0.5, A2=0.4, A3=0.5263157894736842105263157894736842, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A3,A0)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.0};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A3,A0), (A3,A1), (A1,A0)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.5};{A2,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A1,A3), (A2,A2)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.0, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A0,A0)]>;{A1,A0};{A1=1, A2=0.0, A3=0.0, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A1,A0), (A3,A2)]>;{A1,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.0, A3=1, A0=0.6180257510729613733905579399141631};{A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A2), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.5, A2=0.0, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A3,A0), (A3,A2)]>;{A1,A3};{A1=0.6666666666666666666666666666666667, A2=0.0, A3=1, A0=0.5};{A1,A3}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A0)]>;{A1,A2,A0};{A1=0.0, A2=1, A0=0.0};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A0,A3), (A3,A2)]>;{A2,A0};{A1=0.5, A2=0.0, A3=0.5, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A0,A2), (A3,A0)]>;{A1,A2,A3};{A1=0.5000108991825613079019073569482289, A2=0.5000108991825613079019073569482289, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A3), (A3,A2)]>;{A1,A2,A0};{A1=0.0, A2=0.7320441988950276243093922651933701, A3=0.3660245183887915936952714535901926, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3), (A3,A1)]>;{A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A3,A1)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.0, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A2,A3), (A3,A2)]>;{A1,A2,A3,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3), (A3,A2)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.4142114384748700173310225303292894, A3=0.4142114384748700173310225303292894, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A3,A1), (A3,A2)]>;{A1,A3,A0};{A1=1, A2=0.5, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A3,A2)]>;{A1,A2,A3,A0};{A1=0.6823178725614911278657787208368868, A2=0.4655617626703580843531289797873771, A3=0.4655617626703580843531289797873771, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A1,A0)]>;{A1,A2,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.0, A2=1, A3=1, A0=0.0};{A2,A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A1), (A2,A2)]>;{A1,A0};{A1=1, A2=0.0, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1), (A2,A2)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.0, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A3,A1)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.0, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A3,A1)]>;{A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=0.0};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3), (A0,A3)]>;{A1,A2,A0};{A1=0.0, A2=0.0, A3=0.5, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A2,A3), (A0,A3)]>;{A1,A3,A0};{A1=1, A2=0.0, A3=1, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A2,A2)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A0,A3)]>;{A1,A2,A0};{A1=0.0, A2=0.0, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A2,A3)]>;{A1,A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0)]>;{A1,A2,A0};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.0};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A2,A3)]>;{A1,A0};{A1=1, A2=0.0, A3=0.5, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A3,A1)]>;{A2,A3,A0};{A1=0.0, A2=0.0, A3=1, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A2,A3), (A0,A3), (A3,A1)]>;{A1,A2,A0};{A1=0.6666666666666666666666666666666667, A2=0.0, A3=0.5, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A2), (A2,A3)]>;{A1,A0};{A1=1, A2=0.0, A3=0.5, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A3), (A3,A2)]>;{A1,A2,A0};{A1=0.0, A2=1, A3=0.0, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A0,A0), (A2,A3), (A3,A2)]>;{A1,A3,A0};{A1=1, A2=0.5, A3=0.0, A0=0.0};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A0), (A3,A2)]>;{A1,A3};{A1=1, A2=0.3660245183887915936952714535901926, A3=0.7320441988950276243093922651933701, A0=0.0};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A3), (A3,A0), (A3,A1)]>;{A1,A2,A3,A0};{A1=0.0, A2=1, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A0,A3), (A3,A0)]>;{A1,A2,A3,A0};{A1=0.4316731327573274140390653029005002, A2=0.6984646454461457617291838557022676, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A3), (A3,A0)]>;{A2,A3,A0};{A1=0.0, A2=1, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A2)]>;{A1,A0};{A1=1, A2=0.0, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A0,A2), (A3,A2)]>;{A3,A0};{A1=0.5, A2=0.0, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A1), (A3,A0)]>;{A1,A2,A3};{A1=0.6666666666666666666666666666666667, A2=0.0, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A3,A0)]>;{A1,A2,A3};{A1=0.0, A2=0.0, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.0, A2=0.0, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A1,A0)]>;{A1};{A1=1, A2=0.0, A3=0.0, A0=0.5};{A1}
