AF;Ext;Ranking;Grounded
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A2,A3), (A3,A2)]>;{A1,A0};{A1=0.6871354770121729394936525382576299, A2=0.4553421465782622080874357416557334, A3=0.5090721949694636993177766295782445, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A3), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.4772478360054888005124308835292080, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A3,A2)]>;{A1};{A1=1, A2=0.4142135731001354846655992117255820, A3=0.4142135731001354846655992117255820, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A3,A1), (A3,A2)]>;{A1,A0};{A1=0.6631495784549991757317517298177434, A2=0.4606026134637451965405060302734902, A3=0.5079946733763686166985429985885402, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A3), (A3,A2)]>;{A1,A0};{A1=0.6823178725614911278657787208368868, A2=0.4655617626703580843531289797873771, A3=0.4655617626703580843531289797873771, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A3,A0), (A3,A1)]>;{A2,A3};{A1=0.4142114384748700173310225303292894, A2=0.7071005917159763313609467455621302, A3=1, A0=0.4142114384748700173310225303292894};{A2,A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A1), (A2,A2)]>;{A1,A0};{A1=0.6823178725614911278657787208368868, A2=0.4655617626703580843531289797873771, A3=0.4655617626703580843531289797873771, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A1), (A2,A2)]>;{A0};{A1=0.5000228885328450446326390478370336, A2=0.5000228885328450446326390478370336, A3=0.6180344478216818642350557244174265, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A3,A1)]>;{A0};{A1=0.4772646427497577698327247939582813, A2=0.5045904724123526076224887956463631, A3=0.6180371352785145888594164456233422, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A3,A1)]>;{A3};{A1=0.4142135731001354846655992117255820, A2=0.5176412127430484554360292700205122, A3=1, A0=0.6180555555555555555555555555555556};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3), (A0,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.4036666138756901901188490848731295, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A0), (A2,A3), (A0,A3)]>;{A1};{A1=1, A2=0.4142135731001354846655992117255820, A3=0.4920797239288515065376186397347139, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A2,A2)]>;{A3,A0};{A1=0.4999885559955139502414684946556499, A2=0.4999885559955139502414684946556499, A3=0.6666564941406250000000000000000000, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A0,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.4142135605326258864343655935921637, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A2,A3)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.4772478360054888005124308835292080, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A2,A3)]>;{A1};{A1=1, A2=0.4142135731001354846655992117255820, A3=0.4142135731001354846655992117255820, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A3,A1)]>;{A3,A0};{A1=0.4655617626703580843531289797873771, A2=0.5069492333608211623312920691717112, A3=0.6823178725614911278657787208368868, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A2,A3), (A0,A3), (A3,A1)]>;{A1,A0};{A1=0.7110359499606050649870189609187707, A2=0.4605215459261381498035697226945197, A3=0.4064285402470969245202029377420218, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A2), (A2,A3)]>;{A1,A0};{A1=0.6823178725614911278657787208368868, A2=0.4655617626703580843531289797873771, A3=0.4655617626703580843531289797873771, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A3), (A3,A2)]>;{A0};{A1=0.6180371352785145888594164456233422, A2=0.4708391221765980976995380196037353, A3=0.5059093390643203318008789121028565, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A0,A0), (A2,A3), (A3,A2)]>;{A1};{A1=1, A2=0.3966027002642897435332424513452045, A3=0.5213661747629008699577859058947915, A0=0.6180257510729613733905579399141631};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A0), (A3,A2)]>;{A1,A3};{A1=1, A2=0.3660245183887915936952714535901926, A3=0.7320441988950276243093922651933701, A0=0.4568378152556167430816370039747155};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A3), (A3,A0), (A3,A1)]>;{A2};{A1=0.4772478360054888005124308835292080, A2=0.6769143289112159462191656870579126, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A0,A3), (A3,A0)]>;{A2};{A1=0.4316731327573274140390653029005002, A2=0.6984646454461457617291838557022676, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A3), (A3,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.6180327868852459016393442622950820, A0=0.6180327868852459016393442622950820};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A2)]>;{A1,A0};{A1=1, A2=0.3027718550106609808102345415778252, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A0,A1), (A0,A2), (A3,A2)]>;{A3,A0};{A1=0.5, A2=0.2655627883460784933324906781267775, A3=1, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A1), (A3,A0)]>;{A3};{A1=0.5000064221108308224365229333153192, A2=0.5000103920292944324191965307405338, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A3,A0)]>;{A3};{A1=0.5000228885328450446326390478370336, A2=0.5000228885328450446326390478370336, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A3,A0), (A3,A1)]>;{A3};{A1=0.4142134998513232233125185845970859, A2=0.5176264993266194951688870425806557, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A1,A0)]>;{A1};{A1=1, A2=0.4142114384748700173310225303292894, A3=0.4142114384748700173310225303292894, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A1,A3), (A2,A2), (A0,A1)]>;{A0};{A1=0.5, A2=0.5000108991825613079019073569482289, A3=0.5000108991825613079019073569482289, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A3), (A3,A1)]>;{A0};{A1=0.5000006811961259013927735990179877, A2=0.5000068799844744205307445450688051, A3=0.5, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A1), (A3,A0), (A3,A2)]>;{A1,A3};{A1=0.5275080906148867313915857605177993, A2=0.3956386292834890965732087227414330, A3=1, A0=0.5};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A2), (A3,A1)]>;{A3,A0};{A1=0.4142135731001354846655992117255820, A2=0.5176412127430484554360292700205122, A3=1, A0=0.6589236550914907874306822002963724};{A3}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A2), (A2,A3), (A0,A3)]>;{A1,A0};{A1=1, A2=0.4142114384748700173310225303292894, A3=0.4713937532579140896859723024471337, A0=0.7071005917159763313609467455621302};{A1,A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A3,A0)]>;{A1,A0};{A1=1, A2=0.4142114384748700173310225303292894, A3=0.4142114384748700173310225303292894, A0=0.7071005917159763313609467455621302};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A1,A0), (A3,A2)]>;{A1};{A1=1, A2=0.4142114384748700173310225303292894, A3=0.4142114384748700173310225303292894, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A3,A0), (A3,A2)]>;{A3};{A1=0.5213661747629008699577859058947915, A2=0.3966027002642897435332424513452045, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A3,A1), (A1,A0)]>;{A3,A0};{A1=0.4142134998513232233125185845970859, A2=0.5176264993266194951688870425806557, A3=1, A0=0.7071065989847715736040609137055838};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A2), (A2,A3), (A0,A1), (A0,A3)]>;{A0};{A1=0.5, A2=0.5000108991825613079019073569482289, A3=0.4000069754464285714285714285714286, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A0), (A2,A2), (A0,A3)]>;{A1,A0};{A1=1, A2=0.4142134998513232233125185845970859, A3=0.4611863436166748033831006442070515, A0=0.7071065989847715736040609137055838};{A1,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A3), (A3,A0), (A3,A2)]>;{A1,A0};{A1=1, A2=0.3966027002642897435332424513452045, A3=0.5213661747629008699577859058947915, A0=0.6572828556541483710365865780084313};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A3,A0), (A3,A1), (A3,A2)]>;{A3};{A1=0.4142114384748700173310225303292894, A2=0.4142114384748700173310225303292894, A3=1, A0=0.5};{A3}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A2), (A0,A3), (A1,A0)]>;{A1};{A1=1, A2=0.4142139267767408470926058865757358, A3=0.5000108991825613079019073569482289, A0=0.5};{A1}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A2,A3), (A0,A1)]>;{A0};{A1=0.5, A2=0.5000108991825613079019073569482289, A3=0.5000108991825613079019073569482289, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A0), (A2,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.3966027002642897435332424513452045, A3=0.5213661747629008699577859058947915, A0=0.7160129756483251049077295748212717};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A3), (A0,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.4044433912474041649907181957813631, A3=0.4724698667828403140285701404248553, A0=0.7120080640475986943065953870377047};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A0), (A2,A3), (A3,A2)]>;{A1,A0};{A1=1, A2=0.4142114384748700173310225303292894, A3=0.4142114384748700173310225303292894, A0=0.7071005917159763313609467455621302};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A0,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A3,A1), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A0,A2)]>;{A3};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6909722222222222222222222222222222, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A0,A1)]>;{A2,A3};{A1=0.4772478360054888005124308835292080, A2=0.6769143289112159462191656870579126, A3=0.6769143289112159462191656870579126, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A0,A2)]>;{A1,A3};{A1=0.6984646454461457617291838557022676, A2=0.4316731327573274140390653029005002, A3=0.6984646454461457617291838557022676, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A0,A1)]>;{A2};{A1=0.4772478360054888005124308835292080, A2=0.6769143289112159462191656870579126, A3=0.5963146366820401380843395819943585, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A1), (A2,A2), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A2), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3090128755364806866952789699570815, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A0,A3)]>;{A0};{A1=0.6180555555555555555555555555555556, A2=0.3819742489270386266094420600858369, A3=0.3819742489270386266094420600858369, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A2), (A0,A3)]>;{A1,A0};{A1=0.7320441988950276243093922651933701, A2=0.3660245183887915936952714535901926, A3=0.3660245183887915936952714535901926, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A2,A3), (A0,A2)]>;{A3,A0};{A1=0.6180555555555555555555555555555556, A2=0.3382704362510992728958368091221555, A3=0.7472517585100292914518127074648380, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A3), (A0,A2), (A3,A2)]>;{A1,A3,A0};{A1=0.7807486631016042780748663101604278, A2=0.2807737397420867526377491207502931, A3=0.7807486631016042780748663101604278, A0=1};{A1,A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A3), (A0,A1)]>;{A2,A0};{A1=0.3247103631376603598638825633464217, A2=0.7548630737833635051483261654113632, A3=0.5698252196050759111601166053402939, A0=1};{A2,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3819558289892980161727053362559634, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A3,A2)]>;{A1};{A1=1, A2=0.3507810600310651594029268903357063, A3=0.5, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A0,A2)]>;{A0};{A1=0.6180555555555555555555555555555556, A2=0.3819742489270386266094420600858369, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A2), (A3,A1), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3090128755364806866952789699570815, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A2), (A0,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3382576897038628380883338832643700, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A0), (A0,A2)]>;{A1};{A1=1, A2=0.3382704362510992728958368091221555, A3=0.5, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A2), (A3,A2)]>;{A3,A0};{A1=0.6180555555555555555555555555555556, A2=0.2949706740821537596912475763206593, A3=0.7722348051167309031610697398212126, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A1), (A0,A1)]>;{A2,A3,A0};{A1=0.3247103631376603598638825633464217, A2=0.7548630737833635051483261654113632, A3=0.7548630737833635051483261654113632, A0=1};{A2,A3,A0}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A2,A2), (A3,A2)]>;{A1,A0};{A1=0.7309781145099841409534974748401909, A2=0.3680526054384295311563101728220418, A3=0.6180371352785145888594164456233422, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A0), (A3,A2)]>;{A1,A3};{A1=0.7548819936996919779456237803925431, A2=0.3247202966524500366969815242483398, A3=1, A0=0.6180555555555555555555555555555556};{A1,A3}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3090128755364806866952789699570815, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A0,A2), (A3,A2)]>;{A1};{A1=1, A2=0.3207207207207207207207207207207207, A3=0.5, A0=0.6180555555555555555555555555555556};{A1}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3819558289892980161727053362559634, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A0 },[(A1,A1)]>;{A0};{A1=0.6180555555555555555555555555555556, A0=1};{A0}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=0.6180327868852459016393442622950820};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A0,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3382576897038628380883338832643700, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A3,A1), (A3,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.3819558289892980161727053362559634, A3=0.6180257510729613733905579399141631, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A2,A2), (A2,A3), (A3,A2)]>;{A1,A3,A0};{A1=0.7389738131084987693761007163779477, A2=0.3532022489300346495448152485156373, A3=0.7389738131084987693761007163779477, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A2,A2), (A3,A2)]>;{A1,A0};{A1=0.7282525061596426556981828888799331, A2=0.3731253114398518197808161800806915, A3=0.5786090863799407852495993259792405, A0=1};{A0}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A3), (A0,A2), (A3,A1), (A3,A2)]>;{A3,A0};{A1=0.5652048525506527493616001127189416, A2=0.2998997556490032279773346298571743, A3=0.7692990930869925952706620290800429, A0=1};{A3,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A2)]>;{A0};{A1=0.6180257510729613733905579399141631, A2=0.4316731327573274140390653029005002, A3=0.6180257510729613733905579399141631, A0=0.6984646454461457617291838557022676};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A2), (A0,A2), (A0,A3)]>;{A1,A0};{A1=1, A2=0.3027718550106609808102345415778252, A3=0.3333333333333333333333333333333333, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A0,A0), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A0,A2), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A1,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A0,A1), (A0,A2)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A3), (A0,A2), (A0,A3)]>;{A1,A0};{A1=1, A2=0.3333333333333333333333333333333333, A3=0.3000000000000000000000000000000000, A0=1};{A1,A0}
<{ A1, A2, A3, A0 },[(A1,A1), (A3,A3), (A1,A2), (A2,A2), (A0,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.4772478360054888005124308835292080, A3=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A3,A3), (A1,A2), (A2,A1), (A0,A0), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4772478360054888005124308835292080};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A2), (A1,A0)]>;{A3};{A1=0.6180257510729613733905579399141631, A2=0.4472049689440993788819875776397515, A3=0.6909722222222222222222222222222222, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A1,A3), (A2,A0), (A0,A1)]>;{A2,A3};{A1=0.4811876332644596833434535558993462, A2=0.6751238574013039762979094888372264, A3=0.6751238574013039762979094888372264, A0=0.5969624964888390165706500227199741};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A0), (A2,A1), (A2,A3), (A0,A2)]>;{A1,A3,A0};{A1=0.7071129707112970711297071129707113, A2=0.4142259414225941422594142259414226, A3=0.7071129707112970711297071129707113, A0=0.7071129707112970711297071129707113};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A3), (A0,A1), (A3,A0)]>;{A2,A0};{A1=0.4756975594914822614101992800927496, A2=0.6776627531849703120756461831295133, A3=0.5960820531026173993333278535940973, A0=0.6265478652989987158486250317039472};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A3), (A3,A0)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.6180257510729613733905579399141631, A0=0.4472049689440993788819875776397515};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A2,A3)]>;{A2};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A3=0.5944065774177619658804324781991853, A0=0.6180327868852459016393442622950820};{}
<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A1,A0)]>;{A2,A0};{A1=0.4655617626703580843531289797873771, A2=0.6823178725614911278657787208368868, A0=0.6823178725614911278657787208368868};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A0,A0), (A2,A3), (A0,A1), (A3,A1)]>;{A2};{A1=0.4524216962809781593474932578120673, A2=0.6884870087166038348982542642062308, A3=0.5922287863267053028921038968328586, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A2,A1), (A0,A0), (A2,A3)]>;{};{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A3=0.4472049689440993788819875776397515, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A3,A1)]>;{A2};{A1=0.4812096906917402289257392276662326, A2=0.6751471087073495732105949031353636, A3=0.5969817067384638035800567009073528, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A0,A0), (A2,A3), (A3,A2)]>;{A3};{A1=0.6180257510729613733905579399141631, A2=0.4316731327573274140390653029005002, A3=0.6984646454461457617291838557022676, A0=0.6180257510729613733905579399141631};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A1,A3), (A0,A0), (A2,A3), (A3,A1)]>;{A1};{A1=0.6956304068817543298224696745205227, A2=0.5897626634832185047806221814126114, A3=0.4375731132760947779195982044282432, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A3, A0 },[(A1,A2), (A2,A1), (A0,A0), (A2,A3), (A3,A2)]>;{A1,A3};{A1=0.7071129707112970711297071129707113, A2=0.4142259414225941422594142259414226, A3=0.7071129707112970711297071129707113, A0=0.6180371352785145888594164456233422};{}
<{ A1, A2, A3, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A1), (A3,A2)]>;{A3,A0};{A1=0.4142114384748700173310225303292894, A2=0.3604033923660373612328246884263599, A3=1, A0=1};{A3,A0}
